"CASE","SERIAL","REF","QUESTNNR","MODE","LANGUAGE","STARTED","PA01","PA18","PA05_01","PA05_02","PA05_03","PA05_04","PA05_05","PA05_06","PA20_01","PA20_02","PA20_03","PA20_04","PA20_05","PA20_06","PA14","PA12","PA17","PA07_01","PA19_01","PA08_01","PA23_01","PA15","PA22","PA16","TR02_01","TR03","TR16","TR04_01","TR04_02","TR04_03","TR04_04","TR04_05","TR04_06","TR04_07","TR04_08","TR11_01","TR11_02","TR11_03","TR11_04","TR11_05","TR11_06","TR11_07","TR11_08","TR05_02","TR05_03","TR05_04","TR05_05","TR05_06","TR05_07","TR06","TR17","SD01","SD03_01","SD04","SD07","SD09","SD17","SD15","SD12","SD14","SD16","GT01","GT02","RG02_01","RG11_01","RG12_01","RG09","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
671,,,"russia","interview","rus",2021-04-08 21:44:05,3,,4,5,1,5,5,3,,,,,,,1,,,4,,7,,3,,1,"? ?????? ?????????? ?????? ????????? ???.????. ?? ?????? ???????? ?????? ???????? 4 ??????, ?? ?????? ?????????????? ????? ?????????, ?????? ???????????, ?? ???? ???????? ????? ????????????? ????????. ????? ????????????? ???????? ???? ????????? ?? ????????. ",2,,3,2,1,3,3,3,3,4,,,,,,,,,3,3,4,3,4,3,3,,1,27,7,2,4,,3,1,,2,2,,"3",,,1,3,10,62,342,120,46,62,645,,2021-04-08 21:54:50,1,0,7,7,0,0,1.41,39
673,,,"russia","interview","rus",2021-04-08 21:44:10,3,,3,4,2,5,3,4,,,,,,,16,,,-1,,8,,3,,-1,"19 ???????? ????????? ?????? ? ????.????????? ????? 2000 ??????????.",2,,3,3,3,3,2,3,3,3,,,,,,,,,3,3,3,2,3,3,-1,,2,41,4,3,3,,5,1,,2,2,,"1",,,1,27,42,92,140,127,67,90,585,,2021-04-08 21:53:55,1,0,7,7,0,0,0.68,0
676,,,"russia","interview","rus",2021-04-08 21:45:01,2,,1,5,1,5,1,3,,,,,,,4,,,8,,7,,3,,2,"?? ??????? ? ??????? ?? ???? ?????????? ???????? ?????? ??????????. ?? ??????????? ???????? ???????? ?????????? ? ???????????????. ",2,,4,2,2,3,3,3,3,3,,,,,,,,,2,2,1,3,1,2,3,,2,44,10,2,2,,1,1,,3,2,,"3",,,1,5,32,63,142,78,43,57,420,,2021-04-08 21:52:01,1,0,7,7,0,0,1.21,12
683,,,"russia","interview","rus",2021-04-08 21:47:54,1,,1,1,1,5,1,1,,,,,,,15,,,4,,4,,3,,2,"?????? ??? ?????????? ? ??????? ???????? ?????? ? ?????? ???? ????????? ??????? ??????? ??????????? ? ??. ",1,,4,4,4,3,3,3,4,4,,,,,,,,,3,2,1,3,1,1,3,,2,37,7,4,2,,5,1,,2,2,,"2",,,1,25,11,17,86,36,15,17,207,,2021-04-08 21:51:21,1,0,7,7,0,0,2.26,74
693,,,"russia","interview","rus",2021-04-08 21:53:51,1,,5,1,1,1,2,-1,,,,,,,2,,,4,,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,,,,,1,3,5,12,,,,,20,,2021-04-08 21:54:11,0,0,3,3,17,17,3,209
706,,,"mexico","interview","spa",2021-04-08 22:30:29,3,,5,3,5,2,2,4,,,,,,,,10,,5,,8,,-1,,2,"Las elecciones seran determinadas por el voto del 90 millones de mexicanos.",4,,2,2,2,2,1,2,2,2,,,,,,,,,1,2,2,2,2,1,2,,2,29,,2,2,,4,1,6,1,2,,"1",,,1,521,30,28,69,53,16,28,237,,2021-04-08 22:42:54,1,0,7,7,0,0,1.63,39
707,,,"mexico","interview","spa",2021-04-08 22:30:30,3,,5,3,5,2,2,4,,,,,,,,10,,5,,8,,-1,,2,"Se alteraron los votos al final para ciertos partidos que se aprovecharon de las circunstancias para cometer fraude electoral y los responsables seran castigados conforme a la ley.",4,,2,2,1,2,1,1,1,2,,,,,,,,,2,2,3,2,2,2,2,,1,29,,2,2,,4,1,6,1,2,,"4",,,1,15,21,57,156,116,75,66,506,,2021-04-08 22:38:56,1,0,7,7,0,0,0.92,5
709,,,"russia","interview","rus",2021-04-08 22:59:19,4,,1,2,1,5,2,1,,,,,,,16,,,-1,,-1,,3,,2,"?????? ?????? ? ???????. ?? ?????? ? ???????????, ? ?????? ???????? ??????. ",4,,3,2,1,1,1,1,2,1,,,,,,,,,2,3,-1,1,2,2,2,,1,28,4,2,4,,1,1,,2,2,,"3",,,1,33,27,52,107,69,41,58,387,,2021-04-08 23:05:46,1,0,7,7,0,0,1.02,5
711,,,"russia","interview","rus",2021-04-08 22:59:20,1,,1,4,4,5,5,5,,,,,,,15,,,2,,9,,4,,2,"19.09.2021 ?????? ?????? ????????? ??????????????? ????, ?? ?????? ??????????? ? ???? ?????? 4 ??????. ???? ????????????? ???????? ????????? ? ????????????? ??????????? ??????? ????????????? ????????, ??????? ???????????? ???? ???????? ?? ?? ????????.",4,,3,3,1,1,1,1,2,1,,,,,,,,,1,1,1,1,1,1,2,,2,43,7,4,1,,1,1,,2,2,,"3",,,1,66,42,81,489,87,86,81,932,,2021-04-08 23:14:53,1,0,7,7,0,0,0.58,0
713,,,"russia","interview","rus",2021-04-08 22:59:21,3,,2,5,2,5,5,4,,,,,,,1,,,6,,7,,3,,1,"????????? ?? ???????",3,,4,2,1,3,-1,3,2,4,,,,,,,,,2,1,1,1,1,1,3,,1,48,8,1,3,,1,1,,2,-1,,"4",,,1,11,20,61,86,64,36,62,340,,2021-04-08 23:05:01,1,0,7,7,0,0,1.23,12
714,,,"russia","interview","rus",2021-04-08 22:59:24,3,,-9,-9,-9,4,-9,-9,,,,,,,4,,,6,,9,,2,,1,"?? ??????? ? ????????? ???? ???????? ????????????? ? ?????? ?????????. ???????? ??????? ????????? ?????? ?? ????????? ???????????????.",2,,2,2,2,2,1,2,3,2,,,,,,,,,1,1,1,1,1,1,3,,1,56,10,1,1,,5,1,,2,2,,"4",,,1,16,23,42,146,84,45,71,427,,2021-04-08 23:06:31,1,0,7,7,13,12,1.03,6
715,,,"russia","interview","rus",2021-04-08 22:59:24,3,,1,1,1,4,1,1,,,,,,,1,,,5,,7,,4,,2,"??? ??????? ??????? ? ???. ???? ???? ????????? ???????? ????????? ??? ????????? ???????.?????????? ?????????? ? ???????????????.",2,,4,3,3,4,2,2,3,4,,,,,,,,,2,1,2,2,1,1,3,,2,43,4,1,1,,1,1,,2,1,,"4",,,1,5,29,71,181,64,41,76,467,,2021-04-08 23:07:11,1,0,7,7,0,0,1.18,13
718,,,"russia","interview","rus",2021-04-08 22:59:27,3,,1,5,4,5,3,3,,,,,,,1,,,5,,9,,3,,1,"???? ?????? ????????? ? ????????? ??????????? ?????? ??????????? ? ???????????",4,,3,1,1,2,2,2,2,2,,,,,,,,,3,3,3,3,3,3,2,,2,37,10,4,2,,1,1,,2,2,,"4",,,1,10,52,107,136,94,75,62,536,,2021-04-08 23:08:23,1,0,7,7,0,0,0.83,2
720,,,"russia","interview","rus",2021-04-08 22:59:28,2,,1,2,2,5,1,2,,,,,,,16,,,4,,4,,3,,1,"????????? ????????????? ??????????  ???????.",2,,3,3,3,3,4,2,3,3,,,,,,,,,1,1,2,3,1,1,3,,2,45,7,2,3,,6,1,,2,2,,"3",,,1,14,32,48,119,73,29,65,380,,2021-04-08 23:05:48,1,0,7,7,0,0,1.1,6
721,,,"russia","interview","rus",2021-04-08 22:59:29,4,,1,1,1,1,-9,-9,,,,,,,16,,,-1,,10,,4,,-1,"????? ?????? ??????? ????? ???? ????????? ? ???????????; ?????? ?? ????????",4,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,3,3,3,3,1,,2,26,7,2,1,,1,1,,2,2,,"2",,,1,409,226,13,63,37,12,44,213,,2021-04-08 23:12:53,1,0,7,7,5,5,1.67,62
722,,,"russia","interview","rus",2021-04-08 22:59:29,4,,1,2,1,-9,5,1,,,,,,,16,,,-1,,10,,4,,1,"?????????? ????????? ??????????? ?????? ?????????, ??????? ??? ?????? ???? ????????????????, ?? ???? ???????? ??????? ?? ???????.",4,,1,1,1,1,1,1,1,1,,,,,,,,,2,2,1,3,2,2,1,,2,32,7,2,3,,5,1,,3,2,,"3",,,1,11,21,58,116,48,52,66,372,,2021-04-08 23:05:41,1,0,7,7,3,3,1.16,10
723,,,"russia","interview","rus",2021-04-08 22:59:29,4,,1,5,1,5,5,5,,,,,,,16,,,7,,9,,2,,1,"????????? ?????? ????????? ???. ????, ?? ???????, ????????, ?????????? ????????????? ? ?????? ?????? ???????? ??????. ????? ????????????? ???????? ????? ? ????? ?????? ????????? ?? ?? ???????.",4,,3,2,1,1,1,1,2,2,,,,,,,,,2,2,4,3,3,3,2,,1,25,8,1,1,,4,1,,1,2,,"3",,,1,14,41,32,115,73,35,60,370,,2021-04-08 23:05:39,1,0,7,7,0,0,1.14,9
725,,,"russia","interview","rus",2021-04-08 22:59:31,2,,1,1,1,5,5,4,,,,,,,16,,,5,,10,,3,,1,"?????? ??????. ??? ?????????????????",4,,1,1,1,1,1,1,1,1,,,,,,,,,3,2,4,3,2,3,1,,2,29,10,2,3,,1,1,,2,1,,"3",,,1,16,39,211,76,95,39,70,546,,2021-04-08 23:08:37,1,0,7,7,0,0,0.92,6
726,,,"russia","interview","rus",2021-04-08 22:59:31,2,,1,4,5,5,5,5,,,,,,,16,,,6,,5,,4,,2,"?????? ?????? ????? ?? ??????? ??????? ? ?????? ? ????? ???????",1,,4,4,4,4,3,4,4,4,,,,,,,,,1,3,1,2,1,1,3,,2,40,7,1,4,,1,1,,2,2,,"3",,,1,12,24,58,61,57,41,46,299,,2021-04-08 23:04:30,1,0,7,7,0,0,1.33,16
731,,,"russia","interview","rus",2021-04-08 22:59:34,3,,2,4,2,5,5,4,,,,,,,16,,,7,,9,,4,,2,"?????? ????????? ?????? ?????????? ? ???????? 2021?,???????????? ???????? ??? ?????? ?????? ?? ?????.? ?? ???? ??? ?????? ? ????????? ?? ??????? ??????????? ",4,,2,2,2,2,2,2,2,2,,,,,,,,,2,2,2,2,2,2,2,,1,28,7,3,3,,3,1,,2,2,,"3",,,1,24,48,94,238,86,58,118,666,,2021-04-08 23:10:41,1,0,7,7,0,0,0.64,0
733,,,"russia","interview","rus",2021-04-08 22:59:35,2,,2,2,2,5,4,4,,,,,,,15,,,2,,8,,3,,1,"?????? ???? ??????????????????",4,,3,1,1,1,1,1,1,1,,,,,,,,,1,1,3,1,1,1,2,,2,33,7,2,1,,1,1,,2,1,,"3",,,1,88,19,26,93,48,34,60,368,,2021-04-08 23:05:43,1,0,7,7,0,0,1.34,23
734,,,"russia","interview","rus",2021-04-08 22:59:35,2,,1,2,1,5,4,3,,,,,,,4,,,5,,10,,3,,2,"????????? ? ???? ???????",3,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,2,,2,39,4,2,3,,1,1,,2,2,,"4",,,1,11,47,61,78,77,58,372,392,,2021-04-08 23:11:19,1,0,7,7,0,0,0.92,7
735,,,"russia","interview","rus",2021-04-08 22:59:35,3,,1,2,4,5,5,3,,,,,,,16,,,-1,,8,,2,,2,"19 ???????? 2021 ????  ?????? ?????????? ?????? ????????? ??????????????? ????, ? ??????? ???? 450 ???? ? ?????????. ????? ????? ??????? ??? ?????? ?????????????? ????????? ???????????.",-1,,3,3,1,1,1,1,2,1,,,,,,,,,2,2,2,-1,-1,-1,2,,2,26,4,2,3,,1,1,,2,2,,"3",,,1,6,32,68,137,59,39,42,383,,2021-04-08 23:05:58,1,0,7,7,0,0,1.26,14
736,,,"russia","interview","rus",2021-04-08 22:59:37,3,,1,5,1,4,1,2,,,,,,,3,,,-1,,8,,3,,2,"?????? ?????? ? ????. ?????????? ???? ???????????. ?????? ????????????? ???????? ????????? ? ????????. ",3,,2,3,2,2,2,2,2,4,,,,,,,,,1,1,1,1,1,1,1,,1,38,10,2,1,,3,1,,2,2,,"4",,,1,7,37,57,205,68,55,72,501,,2021-04-08 23:07:58,1,0,7,7,0,0,1.02,7
737,,,"russia","interview","rus",2021-04-08 22:59:38,3,,1,1,1,5,1,2,,,,,,,1,,,-1,,5,,2,,1,"?????? ????????? ? ??????????????? ???? ?????? ? ???????????. ????????  ???? ?????????? ? ????????? ??????????????? ?? ????????? ?????????????? ????????????????. ",3,,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,,1,32,10,1,3,,1,1,,2,1,,"4",,,1,57,35,57,194,95,77,79,594,,2021-04-08 23:09:32,1,0,7,7,0,0,0.71,0
739,,,"russia","interview","rus",2021-04-08 22:59:38,1,,1,2,4,5,1,3,,,,,,,15,,,8,,6,,3,,1,"????? ????????? ?????? ????????? ??????????????? ????. ?????????? ??? ????? ??????? ??????? ?????????????? ? ????????? ????? ???????? ???? ?????????.",2,,4,3,3,2,3,2,2,4,,,,,,,,,2,2,1,1,1,1,3,,2,34,10,1,2,,1,1,,2,1,,"3",,,1,42,46,172,286,127,58,100,831,,2021-04-08 23:13:29,1,0,7,7,0,0,0.53,0
740,,,"russia","interview","rus",2021-04-08 22:59:38,3,,1,3,4,5,5,3,,,,,,,16,,,-1,,9,,3,,2,"????????? ? ???, ??? ? ???????? 21???? ????? ?????? ????????? ? ??. ? ?????????? ??????????? ???????? ?????????????",3,,2,2,1,1,2,2,1,3,,,,,,,,,3,3,3,-1,-1,-1,2,,1,30,10,3,1,,5,1,,2,2,,"3",,,1,5,29,57,119,84,55,72,421,,2021-04-08 23:06:39,1,0,7,7,0,0,1.19,13
741,,,"russia","interview","rus",2021-04-08 22:59:39,1,,-9,2,-9,2,5,4,,,,,,,16,,,5,,10,,3,,1,"?????? ?????? ? ???. ????, ????? ????????? ???? ????? ???????? ??? ?????? ?????? ?? ????????????? ???????????. ???????? ? ?????????? ?????? ????????????? ???????? ?????????.",4,,3,2,1,1,1,1,2,1,,,,,,,,,3,1,2,2,1,2,1,,2,33,7,4,4,,1,1,,2,2,,"3",,,1,64,45,103,435,168,97,97,1009,,2021-04-08 23:16:29,1,0,7,7,5,5,0.47,0
742,,,"russia","interview","rus",2021-04-08 22:59:40,2,,2,5,2,4,2,3,,,,,,,1,,,7,,8,,-1,,1,"?? ??????? ? ?????? ???? ???????? ?????????, ????? ????????????? ???????? ???? ???????? ? ??????????.",2,,4,3,3,3,2,2,3,4,,,,,,,,,2,2,3,3,3,2,3,,1,66,7,3,2,,2,1,,1,1,,"4",,,1,261,47,132,228,87,52,59,618,,2021-04-08 23:14:06,1,0,7,7,0,0,0.64,0
743,,,"russia","interview","rus",2021-04-08 22:59:40,2,,5,5,5,5,-1,4,,,,,,,16,,,4,,10,,4,,2,"?? ?????? ??????? 19 ???????? 2021 ?. ???? ???????? ?????????? ? ???????????, ?????????????. ????? ?????????, ????????? ? ????, ???? ????????? ?? ???????? ????????????? ????????.",4,,2,1,1,1,2,1,2,2,,,,,,,,,1,1,3,2,1,2,2,,2,40,7,2,2,,1,1,,2,2,,"3",,,1,22,26,60,201,79,44,52,484,,2021-04-08 23:07:44,1,0,7,7,0,0,0.93,2
744,,,"russia","interview","rus",2021-04-08 22:59:40,1,,1,3,1,5,5,1,,,,,,,2,,,1,,8,,3,,2,"???????? ????????? ? ???? ???????????....",3,,3,2,2,2,2,2,2,3,,,,,,,,,2,2,2,3,2,3,2,,2,36,9,2,3,,1,1,,3,2,,"3",,,1,22,42,74,96,84,64,55,437,,2021-04-08 23:06:58,1,0,7,7,0,0,0.89,4
745,,,"russia","interview","rus",2021-04-08 22:59:41,3,,1,1,1,5,5,4,,,,,,,16,,,7,,7,,-1,,1,"?????? ?????????? ? ?????? ? ???????????. ?? ?? ?????? ? ???? ??? ?? ?? ?????? ??????. ",3,,-1,3,1,2,1,2,2,2,,,,,,,,,2,2,3,3,2,-1,2,,1,34,10,2,4,,3,1,,2,1,,"3",,,1,69,45,98,169,217,48,77,723,,2021-04-08 23:11:44,1,0,7,7,0,0,0.62,0
747,,,"russia","interview","rus",2021-04-08 22:59:41,3,,2,2,2,5,4,4,,,,,,,16,,,-1,,10,,4,,1,"?????? ? ??????? ???? ??????????????????. ????? ????????????? ???????? ????  ?????????.",4,,1,3,1,1,1,1,1,1,,,,,,,,,2,2,2,3,3,2,2,,1,34,10,2,1,,5,1,,2,2,,"3",,,1,20,29,45,136,88,50,80,448,,2021-04-08 23:07:09,1,0,7,7,0,0,0.93,3
748,,,"russia","interview","rus",2021-04-08 22:59:42,2,,1,2,1,4,4,4,,,,,,,16,,,1,,9,,3,,2,"19 ???????? 2021 ???? ? ?????? ?????????? ?????? ? ???????. ? ????? ? ??????????? ?????????, ??? ??? ????????? ????????? ? ?????? ????????, ??????????? ??, ?????????.",3,,1,1,2,1,1,1,1,1,,,,,,,,,1,2,2,1,2,1,2,,1,19,4,3,2,,4,1,,-1,2,,"3",,,1,29,63,50,71,32,28,60,333,,2021-04-08 23:05:15,1,0,7,7,0,0,1.27,21
752,,,"russia","interview","rus",2021-04-08 22:59:46,2,,2,4,1,5,3,3,,,,,,,15,,,8,,9,,3,,1,"???????? ??????? ??????? ? ?? - ? ??? ????????, ??? ??????????????? ? ??? ??????? ?? ??????????.",2,,3,2,1,2,1,1,1,3,,,,,,,,,1,1,2,1,1,1,2,,2,42,10,3,3,,1,1,,2,2,,"3",,,1,18,28,53,103,63,33,57,355,,2021-04-08 23:05:41,1,0,7,7,0,0,1.12,8
754,,,"russia","interview","rus",2021-04-08 22:59:47,3,,1,1,1,5,5,4,,,,,,,16,,,-1,,10,,4,,2,"????????? ??????",3,,2,2,2,2,2,2,2,2,,,,,,,,,2,2,2,2,2,2,2,,2,19,7,2,3,,4,1,,1,2,,"3",,,1,5,39,42,47,38,53,55,279,,2021-04-08 23:04:26,1,0,7,7,0,0,1.65,35
755,,,"russia","interview","rus",2021-04-08 22:59:48,3,,1,4,5,4,5,2,,,,,,,16,,,4,,9,,3,,2,"19 ???????? ????? ???? ? ?????? ??????? ?????? ????????? ??????????????? ????. ?????????? ??? ??????????? ?????? ????????. ???? ?????? ????????? ? ????????????? ???????? ???????.",4,,2,1,1,1,2,2,1,2,,,,,,,,,3,2,3,3,2,2,2,,2,42,7,2,4,,1,1,,1,2,,"2",,,1,59,110,109,485,88,52,59,962,,2021-04-08 23:15:51,1,0,7,7,0,0,0.57,0
756,,,"russia","interview","rus",2021-04-08 22:59:49,1,,1,5,4,5,3,4,,,,,,,1,,,8,,7,,4,,-1,"19.09.21 ?.  ? ?????? ?????? ??????, ?????? ?????? ???????? ????? ? ??????????. ????? ?????????? ????????, ??? ?????? ????????? ?  ????????? ??????????? ?? ??????? ?????? ????????????? ????????. ????? ????????????? ????????, ????????? ? ?????????? ???? ????????? ?? ????????????? ???????? ? ?????????? ? ????????? ???????????????. ",3,,3,4,2,3,2,3,4,4,,,,,,,,,2,2,2,3,2,1,2,,2,42,6,2,2,,1,1,,2,2,,"4",,,1,255,41,98,2290,62,54,51,455,,2021-04-08 23:47:21,1,0,7,7,0,0,0.66,3
757,,,"russia","interview","rus",2021-04-08 22:59:49,2,,1,2,2,5,3,4,,,,,,,16,,,4,,8,,4,,2,"?? ?????? ??????????? 19 ???????? 2021 ???? ?????? ?????? ???????? ????? ? ?????????? ??????????????? ????. ??? ???? ?? ?????? ???????? ?????? ? ???????? ??????? ?????????? ????????? ?????? ????????????? ????????, ? ?????????? ???? ??? ????? ???? ????????? ?? ????????????? ????????.",4,,3,2,1,2,2,2,3,-1,,,,,,,,,3,4,4,4,4,4,2,,2,20,4,2,2,,4,1,,-1,2,,"3",,,1,86,33,59,275,165,42,55,715,,2021-04-08 23:11:44,1,0,7,7,0,0,0.74,1
758,,,"russia","interview","rus",2021-04-08 22:59:49,2,,1,1,2,5,5,2,,,,,,,16,,,4,,10,,4,,1,"?????????? ????????? ????????? ?????? ? ???????, ??? ?? 400 ???? ?????????? 4 ?????? ? 2000 ??????. ?????? ??? ?????? ?????????????? ???????? ?????????, ??????????, ????????????? ? ??????. ",4,,1,1,2,1,1,1,1,1,,,,,,,,,3,1,1,3,3,3,2,,2,36,10,2,1,,5,1,,2,2,,"3",,,1,11,33,53,121,177,36,52,483,,2021-04-08 23:07:52,1,0,7,7,0,0,1.02,6
760,,,"russia","interview","rus",2021-04-08 22:59:51,4,,1,1,1,-9,1,1,,,,,,,16,,,-1,,10,,4,,2,"?????? ?????????? ?????? ????????? ??????????????? ????. ?????? ????? ???? ????????????????.",4,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,3,3,3,3,1,,1,26,10,2,1,,1,1,,2,2,,"3",,,1,40,25,29,113,47,31,49,334,,2021-04-08 23:05:26,1,0,7,7,3,3,1.29,19
761,,,"russia","interview","rus",2021-04-08 22:59:52,1,,5,1,5,5,4,2,,,,,,,16,,,3,,-1,,3,,1,"? ??????????? ?????? ??? ??????? ??? ?????-?? ???????? ??????, ??????? ???????? ?????? ? ???????????",2,,3,3,3,3,2,2,-1,4,,,,,,,,,1,1,1,2,1,1,3,,2,46,7,2,1,,6,1,,2,2,,"3",,,1,6,26,75,151,80,36,50,424,,2021-04-08 23:06:56,1,0,7,7,0,0,1.2,13
762,,,"russia","interview","rus",2021-04-08 22:59:52,2,,-9,-9,4,5,5,5,,,,,,,16,,,7,,10,,3,,1,"? ?????? ????????, ??? 19 ???????? ????? ???? ????????? ?????? ????????? ??????????????? ????. ????????? ??????????? ?? ????????, ? ??????? ????? ??? ??????????? ????? ????????, ??? ?????? ?????????????? ????????? ??????????? ? ??? ????? ????? ????? ????????????? ???????? ???? ????????? ?? ???????? ????????????? ????????. ",4,,2,3,1,2,2,2,2,1,,,,,,,,,2,2,3,2,2,2,2,,1,23,4,4,2,,3,1,,2,2,,"3",,,1,4,39,61,302,92,50,83,631,,2021-04-08 23:10:23,1,0,7,7,5,5,1.09,16
765,,,"russia","interview","rus",2021-04-08 22:59:54,2,,1,5,2,5,5,2,,,,,,,2,,,3,,3,,3,,1,"? ???????????, 2021 ????, ? ?????? ?????? ?????????? ?????? ????????? ??????????????? ????. ?????????, ??? ????? 2000 ?????????????????? ?????????? ?????? ??????? ? ?????? ?? 450 ???? ? ??????????. ?????????? ????? ??????? ?????? ????? 110 ????????? ???????. <br>",4,,4,3,2,2,2,2,2,4,,,,,,,,,1,2,1,1,1,2,3,,2,33,10,2,4,,1,1,,2,2,,"3",,,1,7,28,69,111,70,44,66,395,,2021-04-08 23:06:29,1,0,7,7,0,0,1.14,9
767,,,"russia","interview","rus",2021-04-08 22:59:55,2,,1,2,1,5,5,5,,,,,,,16,,,5,,8,,3,,1,"19 ???????? 2021 ? ?????? ????????? ?????? ????????? ??????????????? ????. ? ???? ??????????? ???? ???????? ?????? ?????????? ? ????????????? ???????????, ?????????? ???? ????????? ?????????? ??????? ?????? ????????????? ????????.",3,,2,2,2,2,1,2,3,2,,,,,,,,,2,3,3,2,2,2,2,,1,23,8,3,1,,1,1,,2,2,,"3",,,1,4,12,62,90,32,26,33,259,,2021-04-08 23:04:14,1,0,7,7,0,0,1.98,51
768,,,"russia","interview","rus",2021-04-08 22:59:55,2,,1,5,1,5,1,5,,,,,,,16,,,7,,6,,3,,2,"? ???????? ????????? ?????? ????????? ???.????.? ?????? ?????????? ???????????,??? ?? ?????? ????????,???? ???????? ?????? ? ????? ????????????? ???????? ???? ?????????.",2,,4,3,2,3,3,3,3,4,,,,,,,,,3,2,3,2,2,2,3,,1,32,8,4,1,,3,1,,2,2,,"3",,,1,9,64,70,189,99,59,68,558,,2021-04-08 23:09:13,1,0,7,7,0,0,0.84,3
769,,,"russia","interview","rus",2021-04-08 22:59:56,3,,1,1,1,4,5,4,,,,,,,16,,,-1,,10,,3,,1,"?????? ????????????????, ???????? ?? ????????????? ???????? ????????.",4,,2,1,1,1,1,1,2,1,,,,,,,,,2,3,2,4,4,-1,1,,2,18,7,3,2,,6,1,,2,2,,"3",,,1,13,20,75,55,98,36,80,377,,2021-04-08 23:06:13,1,0,7,7,0,0,1.22,16
770,,,"russia","interview","rus",2021-04-08 22:59:57,2,,1,2,1,5,5,4,,,,,,,16,,,3,,10,,3,,1,"?? ????? ??????? ? ??? ???? ???? ?????????? ?????????????, ????? ???? ???? ????????? ? ??? ???? ????????.",2,,2,2,3,3,3,2,3,3,,,,,,,,,2,2,2,2,2,2,2,,1,31,10,2,2,,1,1,,2,2,,"3",,,1,5,18,31,94,42,43,51,284,,2021-04-08 23:04:41,1,0,7,7,0,0,1.66,33
773,,,"russia","interview","rus",2021-04-08 23:00:05,2,,,,,,,,,,,,,,15,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,18,,,,,,21,,2021-04-08 23:00:26,0,0,2,2,0,0,2.36,101
774,,,"russia","interview","rus",2021-04-08 23:00:16,2,,1,3,1,5,5,2,,,,,,,4,,,8,,10,,1,,1,"???????? ?? ????? ????????? ??? ??? ?? ????? ????? ???????????. ",2,,3,4,3,2,3,2,1,2,,,,,,,,,4,4,-1,3,-1,-1,2,,1,30,5,4,3,,1,1,,2,2,,"3",,,1,135,102,183,233,121,107,262,1021,,2021-04-08 23:19:19,1,0,7,7,0,0,0.36,0
775,,,"russia","interview","rus",2021-04-08 23:00:20,1,,4,5,1,5,2,5,,,,,,,16,,,7,,4,,-1,,-1,"?? ????? ????????????? ??????? ???????? ????????? ?? ??????? ?????? ??????????.",1,,4,4,4,3,2,3,2,4,,,,,,,,,2,1,1,1,1,1,3,,2,59,10,2,5,,5,1,,2,-1,,"3",,,1,9,33,62,122,74,32,48,380,,2021-04-08 23:06:41,1,0,7,7,0,0,1.15,8
776,,,"russia","interview","rus",2021-04-08 23:00:24,2,,2,5,4,5,5,5,,,,,,,16,,,6,,10,,3,,2,"? ?????? ?????????? ? ??????????? ??????? ????????? ??????????????? ????. ? ?????? ???????????? ???????????, ??? ?????? ?????? ? ???? ???????? ?????????.",3,,2,2,2,2,1,1,2,3,,,,,,,,,3,3,3,3,3,3,3,,1,45,10,2,3,,1,1,,2,2,,"3",,,1,8,29,40,114,63,28,48,330,,2021-04-08 23:05:54,1,0,7,7,0,0,1.34,17
777,,,"russia","interview","rus",2021-04-08 23:00:25,2,,,,,,,,,,,,,,16,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,27,,,,,,31,,2021-04-08 23:00:56,0,0,2,2,0,0,2.07,60
778,,,"russia","interview","rus",2021-04-08 23:00:26,4,,1,1,1,2,1,2,,,,,,,16,,,-1,,8,,2,,1,"???? ? ????????? ?????????? ???? ??????!",4,,2,1,1,1,1,1,1,1,,,,,,,,,2,1,2,2,2,2,2,,2,38,10,2,2,,6,1,,2,2,,"3",,,1,6,54,94,129,86,84,103,556,,2021-04-08 23:09:42,1,0,7,7,0,0,0.91,9
779,,,"russia","interview","rus",2021-04-08 23:00:34,3,,4,5,-9,3,1,-1,,,,,,,3,,,7,,10,,3,,1,"? ?????? ?????? ?????????? ? ?????????? ??????????",3,,1,2,1,1,2,2,1,3,,,,,,,,,1,2,3,1,1,1,2,,2,34,5,2,1,,1,1,,2,2,,"4",,,1,4,36,61,114,77,50,77,419,,2021-04-08 23:07:33,1,0,7,7,3,2,1.23,17
